householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
2.89,21.95,39.87,25.32,10.63,95829,97.73,23216,77.19,0.69,35.73,25.93,7.38,15.65,28488,12210,16652,21.17,9.23,23.98,31.66,5.87,59.96,7.18,34.51,9.18,33.66,11.07,48.49,13.34,12.24,3.04,56.43,48.91,68.48,56.73,70.7,73.6,5494,9.55,5.32,3.02,2.31,2.36,2.28,45.91,4.37,57.72,2,3009,91.85,45.02,3.86,32.8,1958,7.49,0.4,51300,72600,106800,55500,205,302,398,193,392,27.8,20.6,12.1,197,38,61.53,39.07,63.29,77.97,261,249.86,212,202.95,182500,174713,699.2,249.9,48,3,67.1,121.4,808.0,4.77,250,14508612,81.23,5,18.39,138895.5
2.72,13.01,28.95,13.89,10.16,65585,100.0,43832,83.63,0.4,49.41,23.55,3.98,14.1,51144,19300,3599,5.76,10.08,23.53,26.92,5.4,67.83,26.36,21.14,13.42,30.5,8.75,34.16,11.04,9.92,3.16,78.27,74.79,86.0,84.1,60.18,69.09,1272,2.97,5.28,3.68,2.6,2.74,2.39,63.38,4.06,49.73,3,1856,92.85,60.09,1.19,37.28,1964,2.26,0.66,156600,190300,238800,82200,425,589,729,304,693,26.5,24.0,14.5,65,41,43.88,52.6,76.88,79.44,135,208.74,105,162.35,106698,164975.59,790.4,208.7,28,10,161.9,43.6,1502.8,2.4,54,13416895,77.78,0,20.74,207451
2.46,15.17,34.21,17.87,8.22,632270,100.0,26630,81.45,0.46,36.85,19.09,9.43,13.56,32867,13143,105494,17.26,5.66,21.31,24.57,5.91,65.59,11.59,25.92,12.16,28.97,11.77,40.01,15.89,13.93,3.05,63.29,58.94,71.71,63.87,61.47,68.48,29141,7.23,4.82,2.94,2.38,2.63,2.17,51.34,2.34,53.74,2,21040,92.42,46.57,6.7,30.6,1965,4.62,0.4,48700,66000,89900,41200,268,348,434,166,422,25.0,19.6,12.3,574,5,69.22,42.29,77.06,89.34,1381,216.21,1371,214.65,1231832,192856.8,892,216.2,41,15,194.3,196.1,3224.5,4.72,637,83317896,99.28,5,2.97,130443.3
2.63,12.13,27.84,12.58,12.17,51418,100.0,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76.0,73.44,65.25,72.1,1406,3.86,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14.0,44,1,76.79,53.96,83.89,90.38,91,170.89,74,138.96,47988,90116.6,527.3,170.9,4,10,61.5,34.5,1489.1,2.57,21,4951364,81.32,0,4.4,92981.6
3.62,16.52,31.94,15.84,7.12,142192,100.0,37174,84.72,0.86,33.28,19.59,11.02,17.99,38700,12096,17608,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,8.76,34.79,12.93,10.79,3.92,74.37,65.81,82.96,77.2,61.96,68.04,5391,4.93,20.74,16.48,3.56,3.48,3.65,52.55,25.0,54.2,2,1945,95.28,53.74,0.21,10.18,1969,2.72,0.62,175700,204600,250000,74300,506,634,769,263,686,28.5,25.0,11.1,309,30,43.6,47.7,80.72,88.46,145,98.91,137,93.45,168813,115155.3,1164.2,98.9,6,9,200.6,25.3,5616.7,1.07,74,14416047,94.48,10,4.14,98338.6
2.43,16.46,37.35,21.42,9.16,95802,100.0,33140,80.86,0.71,52.67,17.64,6.43,10.2,39990,19879,8794,10.7,7.09,15.65,54.17,5.15,64.75,9.69,51.36,6.03,46.98,7.59,57.0,11.31,9.51,2.9,63.59,60.94,78.17,61.21,62.62,71.3,2504,5.54,4.33,2.06,2.08,2.27,1.99,33.22,4.15,72.41,2,2574,93.87,30.35,3.65,38.54,1939,1.53,0.41,184000,263800,440800,256800,319,483,689,370,538,24.3,21.3,13.8,252,33,39.59,42.92,62.42,69.9,271,288.76,231,246.14,101658,108319.7,375.1,288.8,11,9,135.3,6.7,14370.9,24.42,48,18152850,85.24,5,4.06,193424.09
2.5,13.43,30.11,15.54,15.26,75491,100.0,30121,74.42,0.37,43.44,31.61,9.08,21.2,35711,14715,9289,12.8,15.44,35.25,16.67,7.84,60.21,22.94,21.22,17.58,22.55,9.17,39.17,12.33,10.84,3.01,61.37,56.8,70.46,60.88,59.38,67.98,3152,5.99,4.49,2.84,2.4,2.5,2.33,44.91,4.15,61.41,2,2165,93.3,43.11,2.73,30.81,1951,5.34,0.45,117100,139200,164800,47700,298,427,530,232,512,24.8,24.4,14.9,62,10,55.48,51.71,82.73,87.94,142,203.19,119,170.27,39512,56537,278.3,203.2,10,8,147.2,13.8,5462.9,3.0,44,9420000,83.8,0,7.04,134789
2.66,13.23,27.66,13.55,12.39,736014,100.0,24045,73.02,0.28,27.35,28.9,16.45,16.78,28217,11994,156284,21.87,14.81,39.35,15.47,9.16,55.11,12.27,28.59,15.66,23.37,14.08,43.68,16.97,15.65,3.24,43.59,35.52,49.34,46.07,59.06,67.18,88370,15.29,9.11,5.78,2.59,2.68,2.5,50.33,4.59,47.1,3,27222,91.04,48.62,16.56,48.96,1945,7.8,0.79,39900,54700,72300,32400,226,321,402,176,413,27.3,19.4,13.7,1144,387,72.02,57.99,87.23,93.3,2861,401.71,2547,357.62,1441279,202367.41,503.8,401.7,100,10,69.9,83.7,8791.5,22.19,605,167857600,89.02,0,3.5,235685.91
3.37,18.82,30.81,15.39,9.52,84021,100.0,22068,75.66,1.64,28.16,24.3,13.98,9.36,23809,9814,27236,32.75,31.0,42.14,19.07,10.26,53.28,10.23,24.08,11.69,29.36,6.58,31.1,11.31,9.11,3.8,75.16,69.25,84.2,76.89,53.11,58.94,2222,3.0,16.21,13.02,3.34,3.45,3.17,62.3,19.57,54.53,2,3692,87.09,60.29,3.3,18.26,1976,9.58,1.37,38300,56300,79800,41500,207,283,365,158,340,25.3,20.1,12.8,48,3,55.36,54.17,81.6,88.48,162,166.85,150,154.49,44214,45537.8,272.9,166.9,0,5,182.1,33.6,2501.5,0.55,87,7899645,92.59,10,0.0,81361.6
2.44,10.59,24.97,11.61,16.34,45061,100.0,39822,77.19,0.32,56.06,32.8,3.67,19.61,50419,18722,2549,5.72,8.61,22.13,25.36,5.57,63.87,18.39,25.41,9.28,29.97,6.73,33.58,9.51,8.24,3.07,80.71,78.64,91.64,77.13,57.11,67.42,403,1.36,4.32,2.78,2.42,2.81,1.94,63.7,1.98,56.8,2,838,95.66,54.82,0.95,43.44,1941,0.72,0.32,147800,172500,199600,51800,427,541,661,234,600,24.3,24.0,16.3,0,1,67.79,65.19,84.28,91.32,105,229.57,94,205.52,47500,103854.6,452.4,229.6,0,8,52.4,5.5,8173.9,9.85,30,5328698,89.52,0,0.0,116507.4
4.05,18.39,33.51,16.8,5.42,90454,100.0,24971,75.99,0.49,10.1,20.57,23.3,13.91,25699,7842,24460,27.5,25.38,48.77,6.16,14.33,50.57,29.44,19.62,29.42,13.13,9.79,42.87,16.19,13.12,4.31,55.63,47.16,60.35,63.49,46.33,53.92,9449,12.5,27.96,23.55,4.02,3.87,4.21,54.77,35.26,62.79,2,916,96.06,56.84,10.59,36.14,1955,8.07,1.27,86200,108000,133600,47400,371,477,586,215,549,34.8,27.1,13.2,39,82,48.01,54.33,91.3,92.7,126,129.95,105,108.29,180000,185639.7,1428.6,129.9,12,8,97.8,10.5,8588.5,6.38,65,15283745,83.33,5,9.52,157626.09
2.66,14.78,28.77,14.25,11.02,610337,100.0,22674,75.99,0.65,25.63,26.16,11.85,13.64,27178,11682,136123,22.96,10.89,29.57,17.48,8.71,57.95,12.46,24.85,16.35,24.05,13.21,36.62,17.43,15.52,3.21,52.18,44.33,58.45,52.9,67.47,72.25,57756,11.62,7.36,4.98,2.59,2.71,2.43,57.77,5.49,51.48,2,18744,92.46,55.15,12.56,34.37,1961,5.64,0.53,41100,55700,77000,35900,183,282,368,185,373,27.1,20.3,13.4,309,126,63.97,53.84,88.0,89.82,1382,223.27,799,129.08,626556,101223.8,453.4,223.3,120,12,183.8,265.3,2300.9,4.69,583,70093264,57.81,5,8.68,113239.8
2.51,13.59,30.4,14.65,8.84,122700,100.0,26339,77.69,0.5,38.46,21.22,13.1,15.42,31587,12205,23773,19.56,6.92,22.07,18.3,8.43,62.69,14.32,25.21,14.86,23.92,12.84,36.1,17.48,15.33,3.12,59.48,57.34,67.22,62.37,59.94,66.53,6323,6.94,6.02,3.8,2.49,2.63,2.33,58.32,3.38,51.63,2,3153,93.93,55.41,5.65,32.16,1956,5.79,0.33,36200,48100,63600,27400,284,355,417,133,398,27.1,18.1,13.5,102,3,73.63,48.5,81.47,92.1,250,207.89,234,194.58,122682,102017.4,490.7,207.9,29,10,96,34.0,3608.4,2.92,85,12435200,93.6,0,11.6,103406.1
2.63,13.98,24.99,11.71,15.39,58089,98.92,18548,65.65,0.54,28.39,35.92,11.56,17.38,23155,9706,16344,28.12,16.7,34.55,10.0,12.78,47.42,17.69,23.08,18.56,17.46,12.31,28.73,15.36,13.95,3.23,61.16,57.16,65.77,65.58,59.48,63.92,2113,3.93,8.34,5.76,2.6,2.65,2.51,66.27,6.47,56.65,2,3420,86.72,65.01,8.01,60.91,1956,9.37,0.78,19100,30400,45800,26700,130,226,297,167,320,26.9,18.1,13.5,21,1,63.61,61.64,89.39,94.5,108,180.29,104,173.62,39639,66173.1,367,180.3,6,9,117.6,80.0,734.1,1.07,57,5437307,96.3,5,5.56,90770
1.99,5.94,11.44,5.61,38.78,19505,100.0,43148,51.89,1.06,68.55,54.3,2.61,28.33,58498,41358,1194,6.19,3.29,11.17,38.01,2.99,40.52,5.58,23.47,5.1,37.37,8.59,16.03,10.01,9.37,2.42,71.15,67.01,78.0,70.77,65.51,65.09,178,0.89,1.43,0.9,1.97,1.98,1.9,79.16,1.38,57.29,2,5497,64.1,78.44,0.15,26.18,1973,2.16,0.07,153200,252600,484200,331000,293,463,637,344,543,26.4,22.6,12.3,0,10,10.07,54.53,71.99,75.92,490,2268.83,309,1430.75,182952,847117.69,373.4,2268.8,29,5,55.1,11.4,1718.2,0.24,406,24293360,63.06,10,5.92,1124848.88
2.68,13.46,28.67,12.36,4.43,74623,100.0,36716,90.93,0.78,43.46,11.99,3.17,9.57,41945,15456,4897,6.62,3.0,11.6,23.76,4.19,77.03,16.55,19.46,12.1,28.8,11.23,27.06,15.41,13.38,3.17,77.78,76.3,87.56,75.13,68.34,76.69,815,1.77,4.17,2.98,2.67,2.88,2.28,70.31,2.61,41.24,3,2040,93.17,65.23,0.39,26.18,1978,1.67,0.13,70300,85700,102000,31700,341,418,520,179,477,24.2,23.1,11.8,12,0,47.72,43.33,65.11,86.32,105,118.84,87,98.47,49729,56283.8,473.6,118.8,7,11,74.3,27.8,2688.6,3.42,45,8323015,82.86,0,6.67,94200.8
2.48,12.45,25.52,11.82,13.0,111456,99.25,28242,77.67,0.72,41.65,28.24,5.16,17.79,34010,13208,10557,9.52,6.88,21.65,13.74,5.46,63.81,17.58,19.31,17.37,20.94,11.28,22.99,14.72,13.12,2.96,74.41,70.86,83.76,73.87,71.03,75.71,1295,1.48,3.39,2.38,2.46,2.57,2.22,70.33,1.82,45.81,3,2940,93.91,67.11,1.97,33.03,1962,3.19,0.31,43100,56000,71600,28500,247,311,383,136,387,25.1,16.9,11.7,7,0,69.02,54.58,86.51,91.72,155,137.6,142,126.06,104100,92416.7,671.6,137.6,6,8,73.5,81.0,1386.3,1.28,40,8036000,91.61,10,3.87,71341.1
2.95,14.92,29.47,14.7,12.54,41967,100.0,28377,76.17,0.49,31.0,30.16,10.45,15.17,32701,11351,6287,15.19,28.9,49.75,8.23,10.91,60.55,32.02,18.9,33.68,14.61,9.65,37.94,13.59,11.72,3.45,64.25,58.19,63.97,64.29,64.3,70.72,2714,8.26,11.11,8.0,2.91,2.95,2.89,42.53,11.27,60.06,2,810,94.61,42.03,5.06,45.19,1947,9.83,1.69,99400,125500,155100,55700,369,486,584,215,568,28.3,24.5,17.1,14,0,46.32,53.58,83.57,87.13,116,285.17,98,240.92,18000,44251.1,155.2,285.2,12,12,120.7,5.0,8476.8,4.99,20,6798000,84.48,0,10.34,167121.5
2.8,12.95,28.53,13.26,12.21,34874,100.0,37840,80.52,0.48,45.03,29.23,5.13,16.73,43096,15735,2093,6.06,15.2,31.51,15.28,6.22,63.72,19.09,19.56,18.45,21.45,6.46,36.17,9.0,7.75,3.25,80.03,77.69,87.82,78.36,55.23,66.97,385,1.62,5.83,4.37,2.77,3.0,2.54,53.77,3.87,56.26,2,965,92.82,49.6,1.14,38.24,1939,1.92,0.31,133600,165700,196100,62500,440,535,625,185,619,24.2,22.9,16.0,0,0,59.52,61.42,80.94,90.33,132,366.56,108,299.92,14155,39308.5,107.2,366.6,6,10,141.4,9.5,3681.5,10.0,37,7313592,81.82,0,4.55,203098.91
2.36,11.33,24.76,11.41,14.81,75728,100.0,40579,78.35,0.59,52.96,29.42,3.71,15.33,49718,21098,4371,5.83,5.17,15.21,34.68,5.77,63.8,17.35,27.95,7.37,40.2,9.2,31.59,12.43,10.94,3.01,76.41,75.88,90.61,78.47,58.49,69.51,958,1.71,4.85,3.01,2.34,2.81,1.78,64.85,2.34,53.15,2,2942,91.61,53.92,0.85,26.78,1968,0.66,0.28,66300,85100,107000,40700,516,614,721,205,672,25.3,19.4,13.6,0,0,59.18,50.42,69.76,90.89,164,204.4,161,200.66,250000,311588.59,1524.4,204.4,3,5,243.3,27.2,2786.6,0.74,75,12000000,98.17,0,1.83,149562.5
2.51,11.46,21.5,10.78,18.84,60110,100.0,49642,75.2,0.8,67.47,35.33,3.78,21.73,60518,26943,2103,3.63,5.83,12.68,46.63,3.96,60.22,11.37,33.34,6.06,45.54,5.17,28.73,8.81,7.19,2.96,83.38,82.81,94.15,80.71,61.15,71.63,460,1.04,3.11,2.13,2.41,2.58,1.96,78.64,0.91,36.19,3,1105,95.58,73.68,0.36,23.35,1951,0.28,0.08,166100,203300,267100,101000,509,618,739,230,687,26.7,20.5,13.7,0,0,53.65,63.32,85.68,89.15,123,204.39,120,199.4,82902,137756.7,674,204.4,5,9,634.7,22.8,2639.6,4.26,31,10322442,97.56,10,4.07,171526.09
2.62,12.4,28.85,13.61,11.28,131591,100.0,35103,78.21,0.61,43.81,21.4,9.16,11.6,40435,19588,19043,14.92,11.37,22.48,36.26,6.3,62.15,11.08,33.0,8.84,38.35,9.52,40.7,14.47,12.08,3.23,67.82,62.84,77.34,68.11,55.56,61.71,5847,7.02,10.5,6.38,2.53,2.63,2.45,48.08,13.13,68.74,2,2833,94.66,46.27,3.46,25.94,1954,2.31,0.38,187400,284100,431800,244400,455,573,732,277,630,29.8,25.1,11.8,220,14,39.13,45.87,80.95,84.68,222,164.63,181,134.23,96525,71582.7,434.8,164.6,40,14,85.1,23.8,5524.4,5.5,86,22070620,81.53,5,18.02,163675.2
2.67,14.41,29.13,13.64,11.38,288091,100.0,30273,79.11,0.81,40.54,24.23,3.8,15.78,35297,13506,27087,9.5,4.97,15.21,20.99,5.11,64.22,18.54,21.46,10.88,27.41,9.74,28.15,13.38,11.62,3.2,76.87,76.45,85.96,79.34,59.6,68.12,3675,1.77,7.86,5.45,2.65,2.81,2.4,64.5,5.23,61.09,2,32605,76.79,60.89,4.24,18.79,1980,4.2,0.11,68800,86500,109700,40900,333,396,494,161,470,27.0,23.5,12.0,217,86,29.96,36.34,68.74,72.69,384,118.28,371,114.28,789497,243181,2056,118.3,10,8,128.7,112.5,2560.8,0.9,300,28953816,96.61,5,2.6,89183.6
2.69,15.27,30.86,15.85,8.9,133793,100.0,30144,82.79,0.46,35.64,20.28,5.73,20.45,34291,13099,13831,10.82,6.84,20.31,19.07,5.87,64.86,18.75,22.94,11.97,24.88,10.82,30.76,13.57,12.25,3.07,70.94,66.18,77.15,73.44,60.96,70.7,4118,4.51,3.88,2.79,2.58,2.65,2.48,60.89,2.72,41.34,3,3950,92.63,59.25,1.22,27.29,1966,5.23,0.27,63000,78200,97700,34700,303,385,471,168,470,26.1,22.4,13.2,18,1,47.36,45.63,66.09,77.87,204,144.65,181,128.34,126926,89996.7,622.2,144.6,18,8,33.6,53.7,2492.2,2.38,170,15176792,88.73,5,8.82,107610.9
2.71,15.12,27.45,12.96,12.72,49188,100.0,18546,70.5,0.36,27.78,28.74,14.61,16.75,23151,10887,13710,28.78,14.08,31.37,18.4,11.25,51.28,6.85,35.79,10.44,28.97,11.47,32.28,16.1,14.05,3.25,55.85,46.39,59.93,59.98,61.04,69.15,4002,9.08,7.79,5.42,2.63,2.64,2.61,56.95,5.54,48.37,3,2214,89.12,56.64,15.31,50.14,1962,10.81,0.64,35600,54300,80300,44700,148,233,338,190,332,30.6,19.3,14.0,49,0,79.15,53.03,85.09,91.36,228,492.77,113,244.22,15235,32927,66.8,492.8,11,8,0,25.6,1919.6,2.96,81,4584714,49.56,10,4.82,99088.2
2.85,15.39,29.94,14.71,7.33,70811,100.0,32659,81.77,0.38,31.61,20.72,11.19,15.91,36244,12955,8325,11.92,9.06,31.8,6.76,8.88,59.98,28.38,14.27,23.73,14.34,10.82,30.64,14.91,12.96,3.21,68.46,66.0,76.21,73.52,48.12,56.84,1909,3.36,5.23,4.07,2.82,2.92,2.59,70.31,3.17,39.81,3,866,96.63,67.75,2.19,24.25,1962,2.6,0.31,37200,48400,63900,26700,294,387,444,150,457,23.2,15.9,12.8,0,0,74.75,59.51,91.92,94.73,105,152.34,95,137.83,47935,69548.6,456.5,152.3,5,9,245,24.5,2894.5,0.69,62,5471050,90.48,0,4.76,79379.2
2.74,13.96,28.98,13.23,3.48,221745,97.97,43946,90.83,1.16,71.66,9.3,6.38,11.91,50098,19620,15614,7.07,2.81,9.61,26.85,6.46,73.29,3.6,23.88,8.2,32.34,12.91,30.96,16.43,14.62,3.2,75.08,73.33,80.91,79.36,59.56,69.06,4524,3.32,5.36,3.69,2.68,2.84,2.5,55.96,4.89,47.7,3,11451,87.84,52.81,5.83,42.75,1976,3.4,0.55,81700,109700,143300,61600,412,528,692,280,564,24.8,22.6,11.4,310,34,26.62,37.54,68.86,75.0,266,104.93,252,99.41,107811,42529,405.3,104.9,16,11,0,1758.8,128.7,2.42,301,29413120,94.74,10,6.02,116028.1
2.45,13.16,34.64,15.76,5.01,155037,100.0,31767,90.72,0.92,35.28,10.97,2.28,7.89,37072,16424,16209,10.55,7.43,19.29,26.19,5.24,75.65,15.91,15.77,12.38,26.79,12.54,33.57,17.23,14.89,3.07,72.46,69.41,81.92,74.36,69.83,74.74,2175,2.38,5.27,3.3,2.44,2.73,2.26,41.68,7.96,64.72,2,7823,88.99,37.15,1.05,20.93,1976,6.09,0.35,63400,79400,102900,39500,351,424,524,173,485,23.0,20.0,12.2,0,0,52.32,35.53,67.51,82.91,238,141.65,213,126.77,113377,67477.5,476.4,141.6,12,11,48.3,70.1,2213.0,1.5,91,12657826,89.5,10,5.04,75334.3
2.6,16.61,31.09,16.76,8.64,94460,100.0,23430,78.83,1.1,34.59,20.48,7.99,11.08,30957,12925,19898,21.89,12.13,24.79,27.26,8.73,57.69,6.23,29.18,9.32,32.53,10.0,36.05,13.16,11.66,3.16,68.02,64.66,75.15,67.86,58.73,64.07,4571,6.33,5.44,3.53,2.5,2.75,2.23,58.49,4.61,51.49,2,4053,89.96,53.34,5.5,45.5,1971,6.12,0.67,41900,66000,94200,52300,198,254,327,129,333,24.2,18.0,13.1,46,1,79.32,49.61,79.34,92.78,171,166.15,160,155.46,90378,87813,528.5,166.1,20,7,161.4,42.4,2226.3,2.16,120,7189527,93.57,0,11.7,69854.8
2.98,14.01,25.19,13.66,11.48,47025,100.0,59290,85.9,0.71,63.26,25.74,2.29,14.92,64933,25131,1027,2.28,5.87,14.66,35.8,3.91,66.45,19.47,23.57,7.47,38.33,4.63,29.94,6.88,5.81,3.2,89.41,87.54,94.41,86.12,46.95,62.85,178,0.54,4.46,3.64,2.86,3.0,2.1,88.48,0.86,25.64,3,549,96.63,84.34,2.73,45.36,1962,0.34,0.21,191200,242200,301200,110000,511,693,872,361,738,26.9,23.1,13.7,0,0,63.4,64.92,81.74,93.56,100,202.48,94,190.33,38849,78660.8,388.5,202.5,5,12,25,24.7,1905.3,4.11,36,5008196,94,0,5.0,101405.1
2.25,9.28,27.33,11.67,12.89,37049,100.0,38976,82.16,0.37,42.98,24.5,5.77,10.97,46171,20217,2483,6.97,10.14,25.57,25.74,5.79,66.31,18.98,22.84,13.29,28.44,12.03,40.11,14.24,13.16,2.93,64.59,59.14,69.09,58.91,61.7,69.42,1631,6.97,5.19,2.87,2.16,2.47,2.0,39.46,6.27,77.88,2,1241,92.99,34.55,1.69,33.28,1962,2.75,0.94,156500,186300,226500,70000,496,639,791,295,693,25.5,24.8,18.9,81,0,41.74,52.19,79.47,84.79,109,289.62,107,284.31,36907,98065.6,338.6,289.6,14,10,24.6,4.3,8684.7,14.4,34,5127534,98.17,5,12.84,136243.8
2.91,15.24,29.81,14.69,8.98,354202,100.0,24923,74.09,0.98,30.81,22.5,19.61,13.2,28336,11528,83108,24.04,15.86,30.99,19.09,8.52,55.69,9.2,27.67,12.25,27.66,10.89,34.97,16.43,13.8,3.43,63.59,60.87,69.84,66.27,45.13,54.85,17037,6.28,11.46,7.96,2.84,2.75,2.93,46.61,13.15,55.94,2,7597,94.13,48.22,4.54,22.48,1970,4.18,0.81,62100,80300,107000,44900,296,369,451,155,441,30.1,22.6,12.3,668,124,58.39,40.03,77.37,89.63,429,110.43,411,105.79,292594,75314.7,682,110.4,42,14,331,102.7,3448.5,2.17,134,45850800,95.8,5,9.79,118021.6
3.76,21.08,33.08,16.68,7.94,98962,100.0,15890,75.55,0.84,19.43,24.53,21.71,8.51,16889,6284,42594,43.86,40.23,54.51,12.21,15.3,47.39,14.11,25.51,16.21,23.96,6.4,34.38,12.22,9.56,4.13,70.02,62.55,78.54,73.11,47.64,52.65,3856,4.28,21.96,18.27,3.7,3.86,3.49,58.3,28.68,59.71,2,2670,90.79,55.77,5.51,34.12,1973,16.97,3.15,27600,39900,59800,32200,162,236,317,155,292,28.6,21.2,13.1,27,3,60.23,58.78,87.83,91.61,144,125.19,137,119.1,73000,63462.3,506.9,125.2,7,3,256.9,28.9,3423.3,2.4,65,6814382,95.14,0,4.86,59240.6
2.79,14.83,31.81,16.71,9.13,114144,100.0,41921,84.84,0.67,44.88,18.57,4.8,14.74,48604,19098,10985,9.81,7.99,17.28,29.83,4.66,68.2,23.1,20.32,12.09,31.32,9.39,37.01,13.0,11.2,3.24,76.35,71.47,83.44,77.86,56.94,64.08,2012,2.58,8.88,6.23,2.74,2.83,2.64,56.76,11.05,52.97,2,2084,95.15,55.1,0.86,8.16,1966,1.95,0.18,182300,234600,341400,159100,559,659,791,232,706,29.4,23.5,11.3,64,27,41.83,44.7,73.67,86.59,151,128.57,137,116.65,50882,43322.3,337,128.6,11,14,172.7,22.9,4980.1,2.35,67,14970607,90.73,10,7.28,127463.7
2.46,12.67,27.39,13.52,15.05,105090,100.0,25983,72.34,0.36,42.89,33.13,8.55,19.62,31972,12822,12999,12.86,11.62,30.56,15.27,6.26,59.22,22.34,23.29,18.83,21.1,10.68,34.2,13.27,12.07,3.0,65.5,61.24,70.66,68.72,56.38,67.79,4601,6.05,4.66,2.93,2.36,2.56,2.1,61.46,2.98,47.4,3,2861,93.73,56.65,3.46,31.6,1945,3.54,0.55,58300,76600,98000,39700,279,377,453,174,434,27.1,21.8,13.5,100,11,73.46,54.68,80.93,88.87,186,176.28,175,165.86,95000,90036.3,510.8,176.3,13,6,77.7,18.4,5726.9,3.47,58,7236567,94.09,0,6.99,68584.6
2.85,17.22,27.6,13.44,10.52,116646,100.0,19390,68.06,0.33,16.58,31.63,17.1,20.47,23173,8994,33964,29.43,11.68,35.24,8.81,16.6,47.37,25.67,27.4,22.42,17.98,14.84,38.76,18.69,16.98,3.42,43.22,35.76,43.81,50.14,53.81,62.52,13904,12.63,10.66,7.61,2.83,2.92,2.69,60.61,6.75,52.23,2,6114,87.01,58.62,32.22,70.85,1954,9.3,0.65,22100,31700,44200,22100,152,223,286,134,335,29.9,18.5,15.4,89,20,59.49,64.54,92.06,93.19,208,180.45,164,142.28,72000,62462.6,346.2,180.4,16,6,81.7,52.0,2241.1,6.1,113,8000000,78.85,5,7.69,69402.9
2.62,13.88,26.9,12.32,13.34,84236,100.0,26883,72.91,0.42,37.82,32.92,8.14,20.59,32045,11576,11284,13.49,10.33,30.67,9.22,8.93,55.96,26.4,18.51,21.95,17.03,11.44,31.11,13.58,12.56,3.21,68.1,64.19,73.59,74.54,48.54,59.19,2793,4.05,6.76,4.67,2.61,2.76,2.33,67.91,3.68,52.68,2,1778,94.76,64.05,6.41,36.73,1949,6.21,0.28,36800,45500,57100,20300,220,297,375,155,377,24.1,16.0,13.5,144,27,59.92,62.49,86.54,87.91,184,220.17,158,189.06,80030,95762.9,434.9,220.2,4,11,39.9,23.8,3542.9,4.41,61,6902769,85.87,10,2.17,82597.7
2.55,18.97,38.87,22.84,5.96,141865,100.0,31885,87.5,0.91,42.73,13.56,3.47,11.14,40512,15530,18603,13.61,3.32,10.08,36.75,5.19,69.9,15.88,25.91,9.01,34.6,9.22,46.43,13.39,11.25,3.08,73.62,72.11,82.8,76.96,59.79,69.44,2108,2.69,5.11,3.0,2.47,2.75,2.18,57.35,4.56,53.75,2,5912,90.38,51.58,0.61,20.97,1976,4.04,0.22,73700,91500,119300,45600,364,437,540,176,496,29.5,21.3,12.1,51,0,27.11,34.8,67.8,71.28,236,158.02,217,145.29,161358,108038.7,683.7,158,11,12,134,40.9,3465.2,1.48,163,15525371,91.95,10,4.66,103951.5
